Hour Minute Second RPM v1 RPM_ct wind_ct
20 25 23 0 4.23 2151 27
20 25 26 0 4.23 2151 28
20 25 29 0 4.39 2151 30
20 25 32 0 4.70 2151 38
20 25 35 0 5.95 2151 29
20 25 38 0 4.54 2151 30
20 25 41 999 4.70 2153 26
20 25 44 0 4.07 2153 23
20 25 47 9.93 3.60 2154 27
20 25 50 12.73 4.23 2155 25
20 25 53 0 3.92 2155 29
20 25 56 15.24 4.54 2156 26
20 25 59 17.54 4.07 2157 23
20 26 2 18.92 3.60 2158 28
20 26 5 19.95 4.39 2159 27
20 26 8 21.31 4.23 2160 20
20 26 11 22.38 3.13 2161 23
20 26 14 23.74 3.60 2163 20
20 26 17 24.67 3.13 2164 21
20 26 20 25.37 3.29 2165 25
20 26 23 25.99 3.92 2166 22
20 26 26 27.16 3.45 2168 21
20 26 29 27.57 3.29 2169 22
20 26 32 28.36 3.45 2171 23
20 26 35 28.79 3.60 2172 29
20 26 38 29.94 4.54 2174 22
20 26 41 30.53 3.45 2175 22
20 26 44 31.10 3.45 2177 16
20 26 47 31.28 2.51 2178 22
20 26 50 32.05 3.45 2180 23
20 26 53 32.72 3.60 2181 24
20 26 56 33.54 3.76 2183 25
20 26 59 34.54 3.92 2185 20
20 27 2 34.99 3.13 2187 31
20 27 5 35.74 4.86 2188 26
20 27 8 36.63 4.07 2190 31
20 27 11 37.20 4.86 2192 24
20 27 14 37.78 3.76 2194 28
20 27 17 38.56 4.39 2196 34
20 27 20 39.74 5.33 2198 42
20 27 23 41.10 6.58 2200 35
20 27 26 42.13 5.48 2202 27
20 27 29 42.92 4.23 2204 30
20 27 32 43.38 4.70 2206 25
20 27 35 43.83 3.92 2209 24
20 27 38 44.25 3.76 2211 32
20 27 41 45.11 5.01 2213 33
20 27 44 45.80 5.17 2215 33
20 27 47 46.95 5.17 2218 25
20 27 50 47.28 3.92 2220 29
20 27 53 47.69 4.54 2222 35
20 27 56 48.39 5.48 2225 27
20 27 59 49.42 4.23 2227 32
20 28 2 49.63 5.01 2230 25
20 28 5 49.75 3.92 2232 28
20 28 8 50.51 4.39 2235 32
20 28 11 51.02 5.01 2237 29
20 28 14 51.68 4.54 2240 28
20 28 17 52.13 4.39 2243 31
20 28 20 52.59 4.86 2245 27
20 28 23 52.91 4.23 2248 25
20 28 26 52.82 3.92 2250 23
20 28 29 53.05 3.60 2253 26
20 28 32 53.24 4.07 2256 27
20 28 35 53.43 4.23 2258 25
20 28 38 53.86 3.92 2261 25
20 28 41 54.20 3.92 2264 29
20 28 44 54.30 4.54 2267 21
20 28 47 54.55 3.29 2269 25
20 28 50 54.79 3.92 2272 24
20 28 53 55.15 3.76 2275 26
20 28 56 55.35 4.07 2277 22
20 28 59 55.30 3.45 2280 19
20 29 2 55.45 2.98 2283 23
20 29 5 55.61 3.60 2286 24
20 29 8 55.56 3.76 2289 26
20 29 11 55.40 4.07 2291 26
20 29 14 55.61 4.07 2294 23
20 29 17 55.56 3.60 2297 24
20 29 20 55.76 3.76 2300 19
20 29 23 55.76 2.98 2302 24
20 29 26 55.76 3.76 2305 26
20 29 29 55.76 4.07 2308 25
20 29 32 56.07 3.92 2311 18
20 29 35 56.07 2.82 2314 19
20 29 38 55.97 2.98 2316 20
20 29 41 56.07 3.13 2319 23
20 29 44 56.02 3.60 2322 26
20 29 47 56.39 4.07 2325 30
20 29 50 57.14 4.70 2328 27
20 29 53 57.53 4.23 2331 28
20 29 56 57.97 4.39 2334 27
20 29 59 58.03 4.23 2336 25
20 30 2 58.20 3.92 2339 28
20 30 5 57.97 4.39 2342 21
20 30 8 58.25 3.29 2345 24
20 30 11 58.42 3.76 2348 26
20 30 14 58.54 4.07 2351 25
20 30 17 58.65 3.92 2354 20
20 30 20 58.59 3.29 2357 24
20 30 23 58.65 3.76 2360 23
20 30 26 58.94 3.60 2363 29
20 30 29 59.00 4.54 2366 26
20 30 32 59.11 4.07 2369 28
20 30 35 59.46 4.39 2372 24
20 30 38 59.23 3.76 2375 28
20 30 41 59.64 4.39 2378 30
20 30 44 59.76 4.70 2381 30
20 30 47 59.64 4.70 2384 26
20 30 50 59.70 4.07 2386 22
20 30 53 59.70 3.45 2389 24
20 30 56 60.12 3.76 2392 25
20 30 59 60.18 3.92 2395 15
20 31 2 60.24 2.35 2399 20
20 31 5 60.36 3.13 2402 23
20 31 8 60.36 3.60 2405 27
20 31 11 60.30 4.23 2408 26
20 31 14 60.48 4.07 2411 23
20 31 17 60.24 3.60 2414 23
20 31 20 60.18 3.60 2417 22
20 31 23 60.00 3.45 2420 19
20 31 26 60.48 2.98 2423 22
20 31 29 60.18 3.45 2426 31
20 31 32 60.36 4.86 2429 28
20 31 35 60.36 4.39 2432 23
20 31 38 60.48 3.60 2435 19
20 31 41 60.30 2.98 2438 25
20 31 44 60.36 3.92 2441 29
20 31 47 60.73 4.54 2444 20
20 31 50 60.73 3.13 2447 29
20 31 53 60.98 4.54 2450 30
20 31 56 61.10 4.70 2453 18
20 31 59 61.22 2.82 2456 24
20 32 2 61.04 3.76 2459 26
20 32 5 61.10 4.07 2462 28
20 32 8 61.16 4.39 2465 22
20 32 11 61.29 3.45 2468 22
20 32 14 61.29 3.45 2471 22
20 32 17 61.35 3.45 2474 21
20 32 20 61.60 3.29 2477 23
20 32 23 61.92 3.60 2480 26
20 32 26 61.86 4.07 2484 34
20 32 29 62.89 5.33 2487 28
20 32 32 63.03 4.39 2490 23
20 32 35 63.16 3.60 2493 27
20 32 38 63.49 4.23 2496 28
20 32 41 63.69 4.39 2499 23
20 32 44 63.63 3.60 2503 20
20 32 47 63.76 3.13 2506 29
20 32 50 63.97 4.54 2509 30
20 32 53 63.83 4.70 2512 19
20 32 56 64.17 2.98 2515 16
20 32 59 64.31 2.51 2519 27
20 33 2 64.45 4.23 2522 22
20 33 5 65.01 3.45 2525 20
20 33 8 65.08 3.13 2528 19
20 33 11 65.22 2.98 2532 21
20 33 14 65.50 3.29 2535 19
20 33 17 65.15 2.98 2538 17
20 33 20 65.36 2.66 2541 19
20 33 23 65.50 2.98 2545 19
20 33 26 65.72 2.98 2548 14
20 33 29 66.01 2.19 2551 17
20 33 32 66.37 2.66 2555 23
20 33 35 66.74 3.60 2558 27
20 33 38 66.74 4.23 2561 31
20 33 41 66.96 4.86 2565 21
20 33 44 67.26 3.29 2568 21
20 33 47 67.34 3.29 2571 27
20 33 50 67.72 4.23 2575 20
20 33 53 67.95 3.13 2578 21
20 33 56 68.26 3.29 2581 22
20 33 59 68.10 3.45 2585 28
20 34 2 68.42 4.39 2588 30
20 34 5 68.34 4.70 2592 18
20 34 8 68.57 2.82 2595 18
20 34 11 68.81 2.82 2599 16
20 34 14 69.04 2.51 2602 22
20 34 17 69.12 3.45 2606 22
20 34 20 69.44 3.45 2609 21
20 34 23 69.77 3.29 2612 31
20 34 26 69.85 4.86 2616 22
20 34 29 70.26 3.45 2619 30
20 34 32 70.09 4.70 2623 29
20 34 35 70.09 4.54 2627 30
20 34 38 70.34 4.70 2630 25
20 34 41 70.42 3.92 2634 27
20 34 44 70.75 4.23 2637 30
20 34 47 71.01 4.70 2641 21
20 34 50 71.09 3.29 2644 22
20 34 53 71.26 3.45 2648 18
20 34 56 71.17 2.82 2651 18
20 34 59 71.86 2.82 2655 26
20 35 2 71.86 4.07 2658 20
20 35 5 72.20 3.13 2662 18
20 35 8 72.46 2.82 2666 25
20 35 11 72.64 3.92 2669 27
20 35 14 73.17 4.23 2673 28
20 35 17 73.35 4.39 2677 21
20 35 20 73.26 3.29 2680 20
20 35 23 73.17 3.13 2684 24
20 35 26 73.44 3.76 2688 23
20 35 29 73.62 3.60 2691 31
20 35 32 73.71 4.86 2695 31
20 35 35 73.71 4.86 2699 25
20 35 38 73.98 3.92 2702 27
20 35 41 74.26 4.23 2706 22
20 35 44 74.35 3.45 2710 24
20 35 47 74.81 3.76 2714 32
20 35 50 74.72 5.01 2717 25
20 35 53 74.81 3.92 2721 20
20 35 56 75.28 3.13 2725 33
20 35 59 75.38 5.17 2729 29
20 36 2 75.19 4.54 2732 25
20 36 5 75.47 3.92 2736 23
20 36 8 75.85 3.60 2740 24
20 36 11 76.24 3.76 2744 21
20 36 14 76.82 3.29 2748 21
20 36 17 76.92 3.29 2751 21
20 36 20 77.42 3.29 2755 28
20 36 23 77.92 4.39 2759 26
20 36 26 77.92 4.07 2763 19
20 36 29 78.33 2.98 2767 21
20 36 32 78.53 3.29 2771 19
20 36 35 78.74 2.98 2775 23
20 36 38 79.26 3.60 2779 28
20 36 41 79.68 4.39 2783 18
20 36 44 79.89 2.82 2787 22
20 36 47 80.43 3.45 2791 18
20 36 50 80.75 2.82 2795 15
20 36 53 80.97 2.35 2799 19
20 36 56 81.19 2.98 2803 21
20 36 59 81.52 3.29 2807 24
20 37 2 82.30 3.76 2811 21
20 37 5 82.53 3.29 2815 17
20 37 8 82.53 2.66 2819 22
20 37 11 82.76 3.45 2824 24
20 37 14 83.33 3.76 2828 19
20 37 17 84.15 2.98 2832 17
20 37 20 84.51 2.66 2836 15
20 37 23 84.75 2.35 2840 20
20 37 26 85.59 3.13 2845 26
20 37 29 85.84 4.07 2849 24
20 37 32 86.21 3.76 2853 26
20 37 35 87.34 4.07 2858 30
20 37 38 87.46 4.70 2862 26
20 37 41 87.46 4.07 2866 28
20 37 44 87.98 4.39 2871 23
20 37 47 88.50 3.60 2875 22
20 37 50 88.76 3.45 2880 24
20 37 53 89.15 3.76 2884 22
20 37 56 89.42 3.45 2888 31
20 37 59 90.36 4.86 2893 30
20 38 2 91.19 4.70 2898 33
20 38 5 91.46 5.17 2902 32
20 38 8 92.45 5.01 2907 28
20 38 11 93.17 4.39 2911 34
20 38 14 93.90 5.33 2916 34
20 38 17 94.04 5.33 2921 22
20 38 20 94.79 3.45 2925 23
20 38 23 95.54 3.60 2930 23
20 38 26 95.69 3.60 2935 24
20 38 29 96.62 3.76 2940 26
20 38 32 97.24 4.07 2945 16
20 38 35 98.20 2.51 2950 23
20 38 38 99.50 3.60 2955 19
20 38 41 99.83 2.98 2960 19
20 38 44 100.50 2.98 2965 21
20 38 47 100.33 3.29 2970 18
20 38 50 100.17 2.82 2975 21
20 38 53 100.33 3.29 2980 21
20 38 56 100.50 3.29 2985 15
20 38 59 100.00 2.35 2990 18
20 39 2 100.00 2.82 2995 18
20 39 5 100.33 2.82 3000 25
20 39 8 101.35 3.92 3005 29
20 39 11 102.39 4.54 3010 27
20 39 14 103.09 4.23 3015 32
20 39 17 104.17 5.01 3020 32
20 39 20 105.63 5.01 3025 26
20 39 23 106.95 4.07 3031 24
20 39 26 107.14 3.76 3036 18
20 39 29 107.53 2.82 3041 25
20 39 32 108.89 3.92 3047 35
20 39 35 109.49 5.48 3052 26
20 39 38 110.70 4.07 3058 20
20 39 41 111.11 3.13 3063 24
20 39 44 112.99 3.76 3069 23
20 39 47 113.85 3.60 3075 20
20 39 50 114.50 3.13 3081 28
20 39 53 115.61 4.39 3086 29
20 39 56 117.42 4.54 3092 27
20 39 59 119.76 4.23 3098 34
20 40 2 121.70 5.33 3104 33
20 40 5 123.46 5.17 3110 31
20 40 8 125.52 4.86 3117 31
20 40 11 126.58 4.86 3123 23
20 40 14 120.72 3.60 3129 27
20 40 17 116.96 4.23 3135 29
20 40 20 112.57 4.54 3141 27
20 40 23 108.70 4.23 3146 26
20 40 26 104.35 4.07 3151 25
20 40 29 99.67 3.92 3156 23
20 40 32 94.64 3.60 3161 22
20 40 35 89.29 3.45 3166 22
20 40 38 84.99 3.45 3170 22
20 40 41 80.00 3.45 3174 21
20 40 44 74.07 3.29 3178 20
20 40 47 69.12 3.13 3181 22
20 40 50 62.11 3.45 3185 22
20 40 53 58.25 3.45 3187 22
20 40 56 51.95 3.45 3190 21
20 40 59 47.51 3.29 3192 19
20 41 2 42.52 2.98 3194 21
20 41 5 37.64 3.29 3196 22
20 41 8 31.71 3.45 3198 25
20 41 11 28.50 3.92 3199 23
20 41 14 25.39 3.60 3200 23
20 41 17 21.67 3.60 3201 22
20 41 20 17.01 3.45 3202 21
20 41 23 12.00 3.29 3203 22
20 41 26 999 3.45 3204 24
20 41 29 0 3.76 3204 21
20 41 32 0 3.29 3204 22
20 41 35 0 3.45 3204 26
20 41 38 0 4.07 3204 21
20 41 41 0 3.29 3204 19
20 41 44 0 2.98 3204 16
20 41 47 0 2.51 3204 18
20 41 50 0 2.82 3204 22
20 41 53 0 3.45 3204 17
20 41 56 0 2.66 3204 19
20 41 59 0 2.98 3204 20
20 42 2 0 3.13 3204 20
20 42 5 0 3.13 3204 23
20 42 8 0 3.60 3204 23
20 42 11 0 3.60 3204 23
20 42 14 0 3.60 3204 21
20 42 17 0 3.29 3204 23
20 42 20 0 3.60 3204 25
20 42 23 0 3.92 3204 27
20 42 26 0 4.23 3204 29
20 42 29 0 4.54 3204 31
20 42 32 0 4.86 3204 27
20 42 35 0 4.23 3204 27
20 42 38 0 4.23 3204 28
20 42 41 0 4.39 3204 27
20 42 44 0 4.23 3204 27
20 42 47 0 4.23 3204 27
20 42 50 0 4.23 3204 28
20 42 53 0 4.39 3204 25
20 42 56 0 3.92 3204 22
20 42 59 0 3.45 3204 20
20 43 2 0 3.13 3204 19
20 43 5 0 2.98 3204 16
20 43 8 0 2.51 3204 20
20 43 11 0 3.13 3204 23
20 43 14 0 3.60 3204 22
20 43 17 0 3.45 3204 22
20 43 20 0 3.45 3204 24
20 43 23 0 3.76 3204 24
20 43 26 0 3.76 3204 22
20 43 29 0 3.45 3204 23
20 43 32 0 3.60 3204 23
20 43 35 0 3.60 3204 27
20 43 38 0 4.23 3204 23
20 43 41 0 3.60 3204 26
20 43 44 0 4.07 3204 25
20 43 47 0 3.92 3204 21
20 43 50 0 3.29 3204 19
20 43 53 0 2.98 3204 16
20 43 56 0 2.51 3204 16
20 43 59 0 2.51 3204 21
20 44 2 0 3.29 3204 17
20 44 5 0 2.66 3204 18
20 44 8 0 2.82 3204 18
20 44 11 0 2.82 3204 17
20 44 14 0 2.66 3204 24
20 44 17 0 3.76 3204 22
20 44 20 0 3.45 3204 24
20 44 23 0 3.76 3204 21
20 44 26 0 3.29 3204 21
20 44 29 0 3.29 3204 20
20 44 32 0 3.13 3204 19
20 44 35 0 2.98 3204 20
20 44 38 0 3.13 3204 23
20 44 41 0 3.60 3204 27
20 44 44 0 4.23 3204 20
20 44 47 0 3.13 3204 21
20 44 50 0 3.29 3204 25
20 44 53 0 3.92 3204 22
20 44 56 0 3.45 3204 20
20 44 59 0 3.13 3204 18
20 45 2 0 2.82 3204 17
20 45 5 0 2.66 3204 17
20 45 8 0 2.66 3204 20
20 45 11 0 3.13 3204 15
20 45 14 0 2.35 3204 16
20 45 17 0 2.51 3204 18
20 45 20 0 2.82 3204 15
20 45 23 0 2.35 3204 17
20 45 26 0 2.66 3204 16
20 45 29 0 2.51 3204 14
20 45 32 0 2.19 3204 13
20 45 35 0 2.04 3204 15
20 45 38 0 2.35 3204 14
20 45 41 0 2.19 3204 14
20 45 44 0 2.19 3204 13
20 45 47 0 2.04 3204 17
20 45 50 0 2.66 3204 19
20 45 53 0 2.98 3204 21
20 45 56 0 3.29 3204 21
20 45 59 0 3.29 3204 20
20 46 2 0 3.13 3204 17
20 46 5 0 2.66 3204 23
20 46 8 0 3.60 3204 22
20 46 11 0 3.45 3204 26
20 46 14 0 4.07 3204 25
20 46 17 0 3.92 3204 25
20 46 20 0 3.92 3204 23
20 46 23 0 3.60 3204 26
20 46 26 0 4.07 3204 28
20 46 29 0 4.39 3204 26
20 46 32 0 4.07 3204 24
20 46 35 0 3.76 3204 23
20 46 38 0 3.60 3204 21
20 46 41 0 3.29 3204 20
20 46 44 0 3.13 3204 17
20 46 47 0 2.66 3204 18
20 46 50 0 2.82 3204 17
20 46 53 0 2.66 3204 22
20 46 56 0 3.45 3204 23
20 46 59 0 3.60 3204 23
20 47 2 0 3.60 3204 22
20 47 5 0 3.45 3204 22
20 47 8 0 3.45 3204 21
20 47 11 0 3.29 3204 20
20 47 14 0 3.13 3204 17
20 47 17 0 2.66 3204 19
20 47 20 0 2.98 3204 20
20 47 23 0 3.13 3204 19
20 47 26 0 2.98 3204 18
20 47 29 0 2.82 3204 18
20 47 32 0 2.82 3204 19
20 47 35 0 2.98 3204 21
20 47 38 0 3.29 3204 24
20 47 41 0 3.76 3204 20
20 47 44 0 3.13 3204 17
20 47 47 0 2.66 3204 18
20 47 50 0 2.82 3204 18
20 47 53 0 2.82 3204 17
20 47 56 0 2.66 3204 14
20 47 59 0 2.19 3204 19
20 48 2 0 2.98 3204 18
20 48 5 0 2.82 3204 19
20 48 8 0 2.98 3204 23
20 48 11 0 3.60 3204 26
20 48 14 0 4.07 3204 24
20 48 17 0 3.76 3204 25
20 48 20 0 3.92 3204 23
20 48 23 0 3.60 3204 22
20 48 26 0 3.45 3204 21
20 48 29 0 3.29 3204 22
20 48 32 0 3.45 3204 18
20 48 35 0 2.82 3204 24
20 48 38 0 3.76 3204 27
20 48 41 0 4.23 3204 21
20 48 44 0 3.29 3204 25
20 48 47 0 3.92 3204 24
20 48 50 0 3.76 3204 20
20 48 53 0 3.13 3204 21
20 48 56 0 3.29 3204 21
20 48 59 0 3.29 3204 20
20 49 2 0 3.13 3204 16
20 49 5 0 2.51 3204 15
20 49 8 0 2.35 3204 16
20 49 11 0 2.51 3204 17
20 49 14 0 2.66 3204 20
20 49 17 0 3.13 3204 21
20 49 20 0 3.29 3204 18
20 49 23 0 2.82 3204 24
20 49 26 0 3.76 3204 20
20 49 29 0 3.13 3204 23
20 49 32 0 3.60 3204 24
20 49 35 0 3.76 3204 23
20 49 38 0 3.60 3204 23
20 49 41 0 3.60 3204 27
20 49 44 0 4.23 3204 27
20 49 47 0 4.23 3204 20
20 49 50 0 3.13 3204 21
20 49 53 0 3.29 3204 22
20 49 56 0 3.45 3204 21
20 49 59 0 3.29 3204 18
20 50 2 0 2.82 3204 19
20 50 5 0 2.98 3204 19
20 50 8 0 2.98 3204 22
20 50 11 0 3.45 3204 19
20 50 14 0 2.98 3204 17
20 50 17 0 2.66 3204 19
20 50 20 0 2.98 3204 15
20 50 23 0 2.35 3204 16
20 50 26 0 2.51 3204 14
20 50 29 0 2.19 3204 23
20 50 32 0 3.60 3204 23
20 50 35 0 3.60 3204 28
20 50 38 0 4.39 3204 23
20 50 41 0 3.60 3204 20
20 50 44 0 3.13 3204 21
20 50 47 0 3.29 3204 16
20 50 50 0 2.51 3204 18
20 50 53 0 2.82 3204 25
20 50 56 0 3.92 3204 22
20 50 59 0 3.45 3204 21
20 51 2 0 3.29 3204 20
20 51 5 0 3.13 3204 20
20 51 8 0 3.13 3204 17
20 51 11 0 2.66 3204 15
20 51 14 0 2.35 3204 17
20 51 17 0 2.66 3204 19
20 51 20 0 2.98 3204 18
20 51 23 0 2.82 3204 17
20 51 26 0 2.66 3204 16
20 51 29 0 2.51 3204 15
20 51 32 0 2.35 3204 17
20 51 35 0 2.66 3204 16
20 51 38 0 2.51 3204 18
20 51 41 0 2.82 3204 19
20 51 44 0 2.98 3204 21
20 51 47 0 3.29 3204 20
20 51 50 0 3.13 3204 20
20 51 53 0 3.13 3204 20
20 51 56 0 3.13 3204 19
20 51 59 0 2.98 3204 20
20 52 2 0 3.13 3204 18
20 52 5 0 2.82 3204 20
20 52 8 0 3.13 3204 20
20 52 11 0 3.13 3204 23
20 52 14 0 3.60 3204 21
20 52 17 0 3.29 3204 23
20 52 20 0 3.60 3204 25
20 52 23 0 3.92 3204 21
20 52 26 0 3.29 3204 22
20 52 29 0 3.45 3204 20
20 52 32 0 3.13 3204 21
20 52 35 0 3.29 3204 36
20 52 38 0 5.64 3204 24
20 52 41 0 3.76 3204 20
20 52 44 0 3.13 3204 17
20 52 47 0 2.66 3204 16
20 52 50 0 2.51 3204 21
20 52 53 0 3.29 3204 18
20 52 56 0 2.82 3204 24
20 52 59 0 3.76 3204 23
20 53 2 0 3.60 3204 20
20 53 5 0 3.13 3204 22
20 53 8 0 3.45 3204 24
20 53 11 999 3.76 3206 20
20 53 14 0 3.13 3206 25
20 53 17 9.68 3.92 3207 26
20 53 20 0 4.07 3207 20
20 53 23 13.09 3.13 3208 19
20 53 26 15.62 2.98 3209 20
20 53 29 17.06 3.13 3210 19
20 53 32 18.46 2.98 3211 17
20 53 35 19.49 2.66 3212 18
20 53 38 20.29 2.82 3213 19
20 53 41 21.20 2.98 3214 16
20 53 44 22.04 2.51 3215 15
20 53 47 22.53 2.35 3216 15
20 53 50 23.18 2.35 3217 18
20 53 53 24.19 2.82 3219 22
20 53 56 24.83 3.45 3220 21
20 53 59 25.46 3.29 3221 24
20 54 2 26.85 3.76 3223 22
20 54 5 27.24 3.45 3224 25
20 54 8 28.18 3.92 3225 28
20 54 11 30.23 4.39 3227 23
20 54 14 31.04 3.60 3228 20
20 54 17 32.28 3.13 3230 23
20 54 20 33.11 3.60 3232 20
20 54 23 33.58 3.13 3233 22
20 54 26 34.60 3.45 3235 22
20 54 29 35.42 3.45 3237 21
20 54 32 36.04 3.29 3239 20
20 54 35 36.50 3.13 3241 27
20 54 38 36.90 4.23 3242 21
20 54 41 37.62 3.29 3244 20
20 54 44 38.29 3.13 3246 24
20 54 47 39.04 3.76 3248 28
20 54 50 39.87 4.39 3250 28
20 54 53 41.41 4.39 3252 26
20 54 56 42.43 4.07 3254 27
20 54 59 43.57 4.23 3257 24
20 55 2 43.92 3.76 3259 27
20 55 5 44.51 4.23 3261 26
20 55 8 45.11 4.07 3263 29
20 55 11 45.73 4.54 3265 26
20 55 14 46.62 4.07 3268 23
20 55 17 46.80 3.60 3270 23
20 55 20 47.32 3.60 3273 22
20 55 23 47.77 3.45 3275 25
20 55 26 48.15 3.92 3277 20
20 55 29 48.31 3.13 3280 19
20 55 32 48.50 2.98 3282 18
20 55 35 48.58 2.82 3285 22
20 55 38 48.86 3.45 3287 24
20 55 41 49.63 3.76 3290 21
20 55 44 49.83 3.29 3292 19
20 55 47 50.00 2.98 3294 21
20 55 50 49.96 3.29 3297 24
20 55 53 50.25 3.76 3300 21
20 55 56 50.55 3.29 3302 20
20 55 59 50.93 3.13 3305 20
20 56 2 51.19 3.13 3307 20
20 56 5 51.33 3.13 3310 24
20 56 8 52.17 3.76 3312 21
20 56 11 52.31 3.29 3315 21
20 56 14 52.45 3.29 3318 16
20 56 17 52.82 2.51 3320 17
20 56 20 52.82 2.66 3323 19
20 56 23 52.77 2.98 3326 16
20 56 26 52.82 2.51 3328 19
20 56 29 53.14 2.98 3331 17
20 56 32 53.14 2.66 3333 14
20 56 35 53.33 2.19 3336 15
20 56 38 53.29 2.35 3339 25
20 56 41 53.72 3.92 3341 24
20 56 44 54.60 3.76 3344 28
20 56 47 54.89 4.39 3347 24
20 56 50 55.61 3.76 3350 29
20 56 53 56.60 4.54 3353 22
20 56 56 57.03 3.45 3355 28
20 56 59 57.31 4.39 3358 21
20 57 2 57.36 3.29 3361 16
20 57 5 57.25 2.51 3364 20
20 57 8 57.36 3.13 3367 20
20 57 11 57.42 3.13 3370 20
20 57 14 57.42 3.13 3373 19
20 57 17 57.75 2.98 3375 18
20 57 20 57.64 2.82 3378 19
20 57 23 57.64 2.98 3381 19
20 57 26 57.64 2.98 3384 21
20 57 29 57.80 3.29 3387 17
20 57 32 57.92 2.66 3390 16
20 57 35 57.75 2.51 3393 15
20 57 38 58.03 2.35 3396 16
20 57 41 58.03 2.51 3399 17
20 57 44 58.08 2.66 3402 21
20 57 47 58.08 3.29 3404 18
20 57 50 58.20 2.82 3407 18
20 57 53 58.37 2.82 3410 13
20 57 56 58.65 2.04 3413 18
20 57 59 58.82 2.82 3416 16
20 58 2 58.88 2.51 3419 19
20 58 5 59.11 2.98 3422 21
20 58 8 59.11 3.29 3425 21
20 58 11 59.35 3.29 3428 25
20 58 14 59.58 3.92 3431 23
20 58 17 59.76 3.60 3434 20
20 58 20 59.70 3.13 3437 20
20 58 23 60.00 3.13 3440 20
20 58 26 59.88 3.13 3443 16
20 58 29 60.18 2.51 3446 16
20 58 32 60.36 2.51 3449 20
20 58 35 60.48 3.13 3452 17
20 58 38 60.79 2.66 3455 19
20 58 41 60.61 2.98 3458 18
20 58 44 60.67 2.82 3461 16
20 58 47 60.61 2.51 3464 16
20 58 50 60.85 2.51 3467 17
20 58 53 60.67 2.66 3470 22
20 58 56 60.98 3.45 3473 24
20 58 59 61.10 3.76 3476 25
20 59 2 61.16 3.92 3479 24
20 59 5 61.35 3.76 3482 23
20 59 8 61.79 3.60 3486 20
20 59 11 61.79 3.13 3489 22
20 59 14 61.73 3.45 3492 23
20 59 17 61.73 3.60 3495 21
20 59 20 61.92 3.29 3498 22
20 59 23 62.11 3.45 3501 24
20 59 26 62.43 3.76 3504 22
20 59 29 62.43 3.45 3507 25
20 59 32 62.96 3.92 3510 19
20 59 35 63.16 2.98 3514 20
20 59 38 63.49 3.13 3517 19
20 59 41 63.42 2.98 3520 20
20 59 44 63.42 3.13 3523 24
20 59 47 63.63 3.76 3526 27
20 59 50 63.63 4.23 3529 22
20 59 53 63.83 3.45 3533 20
20 59 56 63.97 3.13 3536 20
20 59 59 64.17 3.13 3539 27
21 0 2 64.59 4.23 3542 26
21 0 5 64.86 4.07 3545 22
21 0 8 64.94 3.45 3549 19
21 0 11 64.94 2.98 3552 18
21 0 14 65.15 2.82 3555 21
21 0 17 65.22 3.29 3558 23
21 0 21 65.22 3.60 3562 18
21 0 24 65.57 2.82 3565 22
21 0 27 65.57 3.45 3568 21
21 0 30 65.72 3.29 3572 23
21 0 33 65.50 3.60 3575 26
21 0 36 65.86 4.07 3578 21
21 0 39 65.50 3.29 3581 22
21 0 42 65.50 3.45 3585 23
21 0 45 65.72 3.60 3588 21
21 0 48 65.79 3.29 3591 20
21 0 51 66.15 3.13 3595 23
21 0 54 66.23 3.60 3598 22
21 0 57 66.15 3.45 3601 21
21 1 0 66.52 3.29 3605 20
21 1 3 66.67 3.13 3608 20
21 1 6 67.04 3.13 3611 19
21 1 9 67.11 2.98 3615 17
21 1 12 67.19 2.66 3618 21
21 1 15 67.42 3.29 3621 23
21 1 18 67.49 3.60 3625 27
21 1 21 67.95 4.23 3628 24
21 1 24 68.03 3.76 3631 23
21 1 27 68.10 3.60 3635 18
21 1 30 67.95 2.82 3638 23
21 1 33 68.10 3.60 3642 25
21 1 36 68.26 3.92 3645 25
21 1 39 68.57 3.92 3649 21
21 1 42 68.49 3.29 3652 19
21 1 45 68.49 2.98 3655 20
21 1 48 68.89 3.13 3659 20
21 1 51 68.97 3.13 3662 18
21 1 54 69.12 2.82 3666 21
21 1 57 69.61 3.29 3669 21
21 2 0 69.36 3.29 3673 16
21 2 3 69.44 2.51 3676 19
21 2 6 69.61 2.98 3680 21
21 2 9 70.01 3.29 3683 24
21 2 12 70.34 3.76 3687 25
21 2 15 70.59 3.92 3690 25
21 2 18 70.51 3.92 3694 24
21 2 21 70.84 3.76 3697 23
21 2 24 70.92 3.60 3701 21
21 2 27 70.75 3.29 3704 22
21 2 30 70.84 3.45 3708 28
21 2 33 71.17 4.39 3711 25
21 2 36 71.51 3.92 3715 24
21 2 39 71.43 3.76 3719 24
21 2 42 71.26 3.76 3722 26
21 2 45 71.60 4.07 3726 30
21 2 48 71.77 4.70 3729 27
21 2 51 72.46 4.23 3733 25
21 2 54 72.73 3.92 3737 23
21 2 57 72.55 3.60 3740 21
21 3 0 72.55 3.29 3744 23
21 3 3 72.82 3.60 3748 24
21 3 6 72.99 3.76 3751 22
21 3 9 73.08 3.45 3755 20
21 3 12 73.08 3.13 3759 19
21 3 15 73.08 2.98 3762 23
21 3 18 73.44 3.60 3766 28
21 3 21 73.89 4.39 3770 23
21 3 24 73.62 3.60 3773 22
